resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
DXME-RIKA-KAME_KAKAME,"Mobilne elektryczne agregaty spawalnicze do spawania podwodnego i cięcia metalu, w komplecie z generatorem diesla",Equipment,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,Masz.-godz.,45.45797713874999,45.45797713875,45.45797713875,45.45797713875,181,PLN,434.6184452936445,9.560883977900552,181,181,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,TOLI,KONSTRUKCJE INSTALACJI TRANSPORTU RZEKOMEGO,mostkowanie pionowych szczelin między prefabrykowanymi elementami betonowymi przystani w obiektach transportu wodnego
DXME-RIKA-KAME_KAMEME,"Pneumatyczne młoty wyburzeniowe do pracy pod wodą z mobilnymi instalacjami sprężarkowymi, liczba uderzeń na minutę 1350",Equipment,Instalacje zewnętrzne,Masz.-godz.,0.6088629808800001,0.6088629808800001,0.6088629808800001,0.6088629808800001,2,PLN,1.0868204208708003,1.785,2,2,Instalacje zewnętrzne,NENE,REKONSTRUKCJA I NAPRAWA SIECI KANALIZACYJNYCH ZEWNETRZNYCH METODAMI BEZWYKOPOWYMI,"Prace nurkowe podwodne w celu oczyszczenia kamieni, żwiru i błota z kolektorów tunelowych o średnicy wewnętrznej od 1500 mm do 4050 mm"
DXME-RIKA-KAME_KARIME,Instalacje hydrauliczne do wypłukiwania i odsysania ziemi,Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,117.66022433088007,117.66022433088003,117.66022433088003,117.66022433088003,77,PLN,5027.056005359772,42.72519480519481,77,77,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-KAME_KARIRI,"Wózki do wykopów podwodnych z łyżką o pojemności 1-1,5 m3",Equipment,Prace ziemne,Masz.-godz.,585.1494805167001,585.1494805167,585.1494805167,585.1494805167,14,PLN,10531.854721471293,17.998571428571427,14,14,Prace ziemne,ME,"MECHANIZOWANE PRACE ZIEMNE (Z UŻYCIEM KOPAREK, SPYCHACZY, BULDOŻERÓW, GRADEK, METOD HYDROMECHANICZNYCH ITD.)",WYKOPY I ZASYPY ROWÓW DLA GŁÓWNYCH I PRZEMYSŁOWYCH RUR GAZOWYCH I NAFTOWYCH
DXME-RIKA-KANE_KAKAME,Holowniki o mocy 66 kW (90 KM),Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,84.07862953875001,84.07862953875001,84.07862953875001,84.07862953875001,25,PLN,272.91923148278255,3.2459999999999996,25,25,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-KANE_KAKARI,"Holowniki, moc 96 kW (130 KM)",Equipment,Prace ziemne,Masz.-godz.,149.51334902624995,149.51334902624995,149.51334902624995,149.51334902624995,8,PLN,405.3680675474202,2.7112499999999997,8,8,Prace ziemne,ME,"MECHANIZOWANE PRACE ZIEMNE (Z UŻYCIEM KOPAREK, SPYCHACZY, BULDOŻERÓW, GRADEK, METOD HYDROMECHANICZNYCH ITD.)",OBRÓBKA GRUNTU METODĄ HYDRO-MECHANICZNĄ
DXME-RIKA-KAPU_KAMEME,Pływające urządzenia do wibrokompaktacji dla 2 stref w wodach zamkniętych,Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,47.3617933932,47.3617933932,47.3617933932,47.3617933932,1,PLN,493.509887157144,10.42,1,1,Prace budowlane podwodne (prace nurkowe),PUPU,PRACE PODWODNE (PRACE NURKOWE) W OBSZARACH MORSKICH W ZAMKNIĘTYCH WODACH,"WYKOPY I ZAGĘSZCZANIE ŁÓŻ KAMIENNYCH, ŻWIROWYCH (PIASKOWYCH) I PIASKOWYCH W WARUNKACH MORSKICH W ZAMKNIĘTYCH WODACH"
DXME-RIKA-KAPU_KAMERI,Pływające urządzenia do wibrokompaktacji dla 2 stref na otwartych mieliznach,Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,59.14270156905001,59.14270156905001,59.14270156905001,59.14270156905001,1,PLN,616.2669503495011,10.42,1,1,Prace budowlane podwodne (prace nurkowe),PUPU,PRACE PODWODNE (PRACE NURKOWE) W WARUNKACH MORSKICH W OTWARTYCH WODACH PRZYBRZEŻNYCH (OTWARTY ARMATOR),"Wydobywanie i zagęszczanie łóżek kamiennych, żwirowych (piaskowych) i piaskowych w warunkach morskich na otwartym wybrzeżu (otwarty reederhauf)"
DXME-RIKA-KARI_KAKADX,"Samojezdne barki towarowe do użytku w zamkniętych wodach, nośność 250 t",Equipment,Budowle kamienne dla projektów hydrotechnicznych,Masz.-godz.,1191.1878504282902,1191.1878504282902,1191.1878504282902,1191.1878504282902,27,PLN,6181.382582352139,5.18925925925926,27,27,Budowle kamienne dla projektów hydrotechnicznych,TOVO,SKALISTE ZASYPY MORSKIE,NAPEŁNIANIE MATERIAŁÓW LUB SKAŁ Z BARG
DXME-RIKA-KARI_KAKALI,"Barki do użycia w zamkniętych wodach, nie samobieżne, nośność 400-450 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,195.33738278340005,195.33738278340002,195.33738278340002,195.33738278340002,36,PLN,1475.1228023193091,7.551666666666667,36,36,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
DXME-RIKA-KARI_KAKAME,"Nie samobieżne barki towarowe, nośność 100 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,32.95629004800001,32.95629004800001,32.95629004800001,32.95629004800001,55,PLN,571.3062760611842,17.335272727272727,55,55,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-KARI_KAKANE,"Nieautonomiczne barki towarowe do użytku w zamkniętych wodach, nośność 250 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,99.02736874173002,99.02736874173002,99.02736874173002,99.02736874173002,260,PLN,1927.304929156114,19.462346153846156,260,260,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
DXME-RIKA-KARI_KAKAPU,"Nieautonomiczne barki towarowe, nośność 400 t",Equipment,Konstrukcje drewniane budowli wodnych,Masz.-godz.,80.21992261635002,80.21992261635002,80.21992261635002,80.21992261635002,5,PLN,557.3680223383999,6.948,5,5,Konstrukcje drewniane budowli wodnych,PUKA,RYAZHI,Domek z bali
DXME-RIKA-KARI_KAKARI,"Nie samobieżne barki towarowe, nośność 200 t",Equipment,Konstrukcje drewniane budowli wodnych,Masz.-godz.,53.253052078050004,53.253052078050004,53.253052078050004,53.253052078050004,21,PLN,521.3220212478819,9.789523809523809,21,21,Konstrukcje drewniane budowli wodnych,PUKA,URZĄDZENIA OCHRONNE DLA PORTÓW RZECZNYCH,Instalacja urządzeń odbijających dla przystani rzecznych w formie drewnianej ramy
DXME-RIKA-KARI_KAKASA,"Nieautonomiczne barki towarowe, nośność 600 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,121.18034287425004,121.18034287425002,121.18034287425002,121.18034287425002,7,PLN,679.3023791979386,5.605714285714286,7,7,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"Prace pala, wykonywane z poziomu gruntu"
DXME-RIKA-KARI_KAKATO,"Nieautonomiczne barki towarowe, nośność 300 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,56.84316355740004,56.84316355740001,56.84316355740001,56.84316355740001,71,PLN,804.6189831946843,14.155070422535212,71,71,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-KARI_KAKAVO,"Barki do użycia w zamkniętych zbiornikach wodnych, nie samobieżne, nośność 1000 t",Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,670.2141260958,670.2141260958,670.2141260958,670.2141260958,3,PLN,10598.319380661584,15.813333333333333,3,3,Prace budowlane podwodne (prace nurkowe),PUPU,PRACE PODWODNE (PRACE NURKOWE) W OBSZARACH MORSKICH W ZAMKNIĘTYCH WODACH,UKŁADANIE RUROCIĄGÓW W WARUNKACH MORSKICH W ZAMKNIĘTYCH WODACH
DXME-RIKA-KARI_KAMEKA,"Barki towarowe przy użyciu na otwartym morzu, nie samobieżne, nośność 250 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,127.35349034265003,127.35349034265002,127.35349034265002,127.35349034265002,257,PLN,2492.010482681904,19.567665369649802,257,257,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
DXME-RIKA-KARI_KAMEME,"Barki, które są używane w otwartych basenach portowych, nie są samobieżne, nośność 400-450 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,233.24628174704998,233.24628174705003,233.24628174705003,233.24628174705003,36,PLN,1761.3981709931395,7.551666666666667,36,36,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
DXME-RIKA-KARI_KAMETO,"Samojezdne barki do użytku na otwartym morzu, nośność 1250 t",Equipment,Budowle kamienne dla projektów hydrotechnicznych,Masz.-godz.,1655.15715598662,1655.1571559866202,1655.1571559866202,1655.1571559866202,25,PLN,6994.694141199456,4.226,25,25,Budowle kamienne dla projektów hydrotechnicznych,TOVO,SKALISTE ZASYPY MORSKIE,NAPEŁNIANIE MATERIAŁÓW LUB SKAŁ Z BARG
DXME-RIKA-KASA_KAKAPU,"Taśmy transportowe z napędem elektrycznym, moc 66 kW (90 KM)",Equipment,Prace ziemne,Masz.-godz.,169.32241337583,169.32241337583002,169.32241337583002,169.32241337583002,20,PLN,955.317056266433,5.642,20,20,Prace ziemne,ME,"MECHANIZOWANE PRACE ZIEMNE (Z UŻYCIEM KOPAREK, SPYCHACZY, BULDOŻERÓW, GRADEK, METOD HYDROMECHANICZNYCH ITD.)",OBRÓBKA GRUNTU METODĄ HYDRO-MECHANICZNĄ
DXME-RIKA-KATO_KAKADX,"Ciągnik diesla przy użyciu na otwartym morzu, moc 294 kW (400 KM)",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,636.6215747924999,636.6215747925,636.6215747925,636.6215747925,386,PLN,11576.419075633527,18.184145077720206,386,386,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
DXME-RIKA-KATO_KAKAME,"Ciągnik, moc 110 kW (150 KM)",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,301.84978378500006,301.84978378500006,301.84978378500006,301.84978378500006,305,PLN,2344.779017156103,7.768032786885246,305,305,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-KATO_KAKAPU,"Ciągnik diesla do użytku w zamkniętych wodach, moc 221 kW (300 KM)",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,406.09231191375005,406.0923119137501,406.0923119137501,406.0923119137501,235,PLN,3430.5641679038936,8.447744680851063,235,235,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
DXME-RIKA-KATO_KAKARI,"Ciągnik, moc 221 kW (300 KM)",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,355.62134610749985,355.6213461075,355.6213461075,355.6213461075,77,PLN,1295.6624991817928,3.6433766233766236,77,77,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"Prace pala, wykonywane z poziomu gruntu"
DXME-RIKA-KATO_KAKASA,"Ciągnik diesla do użytku w zamkniętych wodach, moc 294 kW (400 KM)",Equipment,Prace umocnienia brzegów,Masz.-godz.,529.3862959275001,529.3862959275001,529.3862959275001,529.3862959275001,5,PLN,1475.9289930458704,2.7880000000000003,5,5,Prace umocnienia brzegów,PURI,"UTRWALANIE SKARP MORSKICH I BRZEGÓW, BUDOWA OBIEKTÓW OCHRONNYCH",UMOCNIENIE SKARP Z MASYWNYMI
DXME-RIKA-KATO_KAKATO,"Ciągnik, moc 331 kW (450 KM)",Equipment,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,Masz.-godz.,685.2332220525002,685.2332220525,685.2332220525,685.2332220525,15,PLN,3353.0745665768995,4.893333333333333,15,15,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,TOLI,KONSTRUKCJE INSTALACJI TRANSPORTU RZEKOMEGO,Ustawienie miejsc załadunkowych z profilu kątowego z prefabrykowanego betonu zbrojonego w obiektach transportu rzecznego
DXME-RIKA-KATO_KAMEKA,"Ciągnik diesla w użyciu na otwartym morzu, moc 552 kW (750 KM)",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,1762.303397456251,1762.3033974562502,1762.3033974562502,1762.3033974562502,46,PLN,12194.75640096302,6.9197826086956535,46,46,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
DXME-RIKA-KAVO_KAKAME,"Pływające koperny do pracy w zamkniętych zbiornikach wodnych, 6 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,1436.3120537508596,1436.31205375086,1436.31205375086,1436.31205375086,21,PLN,1541.6416043592565,1.0733333333333333,21,21,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
DXME-RIKA-KAVO_KAKAPU,"Pływające koparki z młotem diesla, 6 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,800.6551556889601,800.6551556889601,800.6551556889601,800.6551556889601,8,PLN,827.6772671934626,1.03375,8,8,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-KAVO_KAKARI,"Żurawie pływające do użytku na otwartym morzu, 6 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,2010.356235634891,2010.3562356348903,2010.3562356348903,2010.3562356348903,13,PLN,2483.563164945872,1.2353846153846153,13,13,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
DXME-RIKA-KAVO_KAKATO,"Pływające głowice z młotem diesla, 1,8 t.",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,305.80045263768005,305.80045263768005,305.80045263768005,305.80045263768005,9,PLN,419.2863983943301,1.3711111111111112,9,9,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-MEKA_KAKALI,"Pływające platformy samodźwigowe, rozkładane, nośność 250 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,6503.194078558321,6503.194078558321,6503.194078558321,6503.194078558321,4,PLN,10242.530673729356,1.575,4,4,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-MEKA_KAKAME,"Pływające platformy, rozkładane, nośność 3,5 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,86.57301993615,86.57301993615002,86.57301993615002,86.57301993615002,56,PLN,885.1782099114425,10.224642857142857,56,56,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-MEKA_KAKAPU,"Pływające platformy, demontowalne, nośność 29 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,717.3126413821501,717.3126413821501,717.3126413821501,717.3126413821501,168,PLN,16321.723302573237,22.753988095238096,168,168,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-MEKA_KAKARI,"Składane pływające platformy, nośność 7 t",Equipment,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,Masz.-godz.,173.14443067845008,173.14443067845008,173.14443067845008,173.14443067845008,8,PLN,8068.314039077425,46.598749999999995,8,8,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,TOLI,KONSTRUKCJE INSTALACJI TRANSPORTU RZEKOMEGO,Ustawienie miejsc załadunkowych z profilu kątowego z prefabrykowanego betonu zbrojonego w obiektach transportu rzecznego
DXME-RIKA-MEKA_KAKATO,"Składane platformy pływające, nośność 13 t",Equipment,Drogi transportowe statków z placów składowych i slipów,Masz.-godz.,321.55072430085,321.55072430085,321.55072430085,321.55072430085,14,PLN,15789.51863770445,49.104285714285716,14,14,Drogi transportowe statków z placów składowych i slipów,PUTO,TRANSPORT MORSKIM SZLAKAMI,Układanie stalowo-betonowych belek z szynami na podwodnym fundamencie balastowym
DXME-RIKA-MEME_KAKADX,"Pontony do rozładunku, nośność 1,5 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,1.14413682735,1.14413682735,1.14413682735,1.14413682735,27,PLN,126.63687784052252,110.68333333333332,27,27,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-MEME_KAKALI,"Pontony przy pracach na otwartym morzu, 400-450 t",Equipment,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,Masz.-godz.,392.6947936032,392.6947936032,392.6947936032,392.6947936032,4,PLN,3041.421176456784,7.744999999999999,4,4,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,TOLI,KONSTRUKCJE MARITIMNEGO NADMORSKIEGO I PIERÓW,STANOWISKA I PIRSY Z DUŻYMI ŚREDNICAMI SZALUNKÓW
DXME-RIKA-MEME_KAKAME,"Pontony do użycia w zamkniętych zbiornikach wodnych, 40 t",Equipment,Prace ziemne,Masz.-godz.,5.421374080650001,5.421374080650001,5.421374080650001,5.421374080650001,24,PLN,664.9947803559968,122.66166666666668,24,24,Prace ziemne,ME,"MECHANIZOWANE PRACE ZIEMNE (Z UŻYCIEM KOPAREK, SPYCHACZY, BULDOŻERÓW, GRADEK, METOD HYDROMECHANICZNYCH ITD.)",WYKOPY I ZASYPY ROWÓW DLA GŁÓWNYCH I PRZEMYSŁOWYCH RUR GAZOWYCH I NAFTOWYCH
DXME-RIKA-MEME_KAKAPU,"Pontony do użycia w zamkniętych zbiornikach wodnych, 800 t",Equipment,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,Masz.-godz.,288.92914657365003,288.92914657365003,288.92914657365003,288.92914657365003,3,PLN,1409.0111381241668,4.876666666666667,3,3,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,TOLI,KONSTRUKCJE MARITIMNEGO NADMORSKIEGO I PIERÓW,STANOWISKA I PIRSY Z DUŻYMI ŚREDNICAMI SZALUNKÓW
DXME-RIKA-MEME_KAKASA,"Pontony do użycia na otwartym morzu, 40 t",Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,13.980676168800004,13.980676168800002,13.980676168800002,13.980676168800002,19,PLN,2097.1529330743065,150.00368421052633,19,19,Prace budowlane podwodne (prace nurkowe),PUPU,PRACE PODWODNE (PRACE NURKOWE) W WARUNKACH MORSKICH W OTWARTYCH WODACH PRZYBRZEŻNYCH (OTWARTY ARMATOR),UKŁADANIE RUR POD WARUNKAMI MORSKIMI NA OTWARTEJ LINII BRZEGOWEJ (OTWARTY PORT REEDERÓW)
DXME-RIKA-MEME_KAKATO,"Pontony do użytku w zamkniętych zbiornikach wodnych, 400-450 t",Equipment,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,Masz.-godz.,203.4857807202,203.4857807202,203.4857807202,203.4857807202,4,PLN,1575.997371677949,7.744999999999999,4,4,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,TOLI,KONSTRUKCJE MARITIMNEGO NADMORSKIEGO I PIERÓW,STANOWISKA I PIRSY Z DUŻYMI ŚREDNICAMI SZALUNKÓW
DXME-RIKA-MEME_KAKAVO,"Pontony przy pracach na otwartej rafie, 800 t",Equipment,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,Masz.-godz.,377.29480845870006,377.29480845870006,377.29480845870006,377.29480845870006,3,PLN,1839.9410159169274,4.876666666666667,3,3,Konstrukcje betonowe i żelbetonowe budowli hydrotechnicznych,TOLI,KONSTRUKCJE MARITIMNEGO NADMORSKIEGO I PIERÓW,STANOWISKA I PIRSY Z DUŻYMI ŚREDNICAMI SZALUNKÓW
DXME-RIKA-MEME_KAMEKA,"Pontony do rozładunku, nośność 3 t",Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,1.2680447538000001,1.2680447538000001,1.2680447538000001,1.2680447538000001,13,PLN,158.9942791647337,125.3853846153846,13,13,Prace budowlane podwodne (prace nurkowe),PUPU,"PRACE PODWODNE (PRACE NURKOWE) W OBSZARACH RZECZNYCH (RZEKI, JEZIORA, ZBIORNIKI WODNE)","UKŁADANIE RUROCIĄGÓW W SYSTEMACH RZEK (RZEKI, JEZIORA, ZBIORNIKI WODNE)"
DXME-RIKA-MEME_KAMEME,"Pontony do rozładunku, nośność 5 t",Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,2.14505540205,2.14505540205,2.14505540205,2.14505540205,2,PLN,197.9242619471535,92.27,2,2,Prace budowlane podwodne (prace nurkowe),PUPU,"PRACE PODWODNE (PRACE NURKOWE) W OBSZARACH RZECZNYCH (RZEKI, JEZIORA, ZBIORNIKI WODNE)","UKŁADANIE RUROCIĄGÓW W SYSTEMACH RZEK (RZEKI, JEZIORA, ZBIORNIKI WODNE)"
DXME-RIKA-MEME_KAMERI,"Pontony rozładunkowe, nośność 10 t",Equipment,"Prace palowe, wykopy, wzmacnianie gruntu",Masz.-godz.,4.171030459199999,4.1710304592,4.1710304592,4.1710304592,11,PLN,12.205951861968002,2.9263636363636367,11,11,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
DXME-RIKA-MENE_KAKADX,"Samojezdne, samowyładowcze statki transportowe z systemem otwierania dna, pojemność ładowni 850 m3",Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,4258.194864872519,4258.19486487252,4258.19486487252,4258.19486487252,84,PLN,16945.587850352214,3.9795238095238097,84,84,Prace budowlane podwodne (prace nurkowe),PUPU,PRACE ZWIĄZANE Z OBNIŻANIEM GRUNTU W WARUNKACH MORSKICH,TRANSPORT ZIEMI Z SAMOJEZDNYMI STATKAMI
DXME-RIKA-MENE_KAKALI,"Samojezdne, samowyładowcze statki transportowe z systemem otwierania dna, pojemność ładowni 600 m3",Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,3534.80022635883,3534.80022635883,3534.80022635883,3534.80022635883,84,PLN,14691.723845579265,4.156309523809524,84,84,Prace budowlane podwodne (prace nurkowe),PUPU,PRACE ZWIĄZANE Z OBNIŻANIEM GRUNTU W WARUNKACH MORSKICH,TRANSPORT ZIEMI Z SAMOJEZDNYMI STATKAMI
DXME-RIKA-MENE_KAKAME,"Barki ładunkowe w eksploatacji w zamkniętych wodach, nie samobieżne, 250 t",Equipment,Budowle kamienne dla projektów hydrotechnicznych,Masz.-godz.,83.1438278418,83.1438278418,83.1438278418,83.1438278418,8,PLN,309.39896935629827,3.72125,8,8,Budowle kamienne dla projektów hydrotechnicznych,TOVO,SKALISTE ZASYPY MORSKIE,SKŁADOWANIE MATERIAŁÓW LUB SKAŁ Z ŁODZIAMI RZECZNYMI
DXME-RIKA-MENE_KAKANE,"Samojezdne, samowyładowcze statki transportowe z systemem otwierania dna, pojemność ładowni 500 m3",Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,3245.2978989288013,3245.2978989288004,3245.2978989288004,3245.2978989288004,84,PLN,13878.284657776234,4.276428571428572,84,84,Prace budowlane podwodne (prace nurkowe),PUPU,PRACE ZWIĄZANE Z OBNIŻANIEM GRUNTU W WARUNKACH MORSKICH,TRANSPORT ZIEMI Z SAMOJEZDNYMI STATKAMI
DXME-RIKA-MENE_KAKAPU,"Samojezdne, samowyładowcze statki transportowe z systemem otwierania dna, objętość ładowni 250 m3",Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,2521.7832005609107,2521.7832005609102,2521.7832005609102,2521.7832005609102,84,PLN,12579.795411083789,4.9884523809523795,84,84,Prace budowlane podwodne (prace nurkowe),PUPU,PRACE ZWIĄZANE Z OBNIŻANIEM GRUNTU W WARUNKACH MORSKICH,TRANSPORT ZIEMI Z SAMOJEZDNYMI STATKAMI
DXME-RIKA-MENE_KAKARI,"Barki ładunkowe w użyciu na otwartym morzu, nie samobieżne, 250 t",Equipment,Budowle kamienne dla projektów hydrotechnicznych,Masz.-godz.,115.71552055965002,115.71552055965002,115.71552055965002,115.71552055965002,8,PLN,430.60638088259765,3.72125,8,8,Budowle kamienne dla projektów hydrotechnicznych,TOVO,SKALISTE ZASYPY MORSKIE,SKŁADOWANIE MATERIAŁÓW LUB SKAŁ Z ŁODZIAMI RZECZNYMI
DXME-RIKA-MENE_KAKASA,"Samojezdne, samowyładowcze barki z systemem otwierania dna, pojemność ładowni 400 m3",Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,2955.915631352971,2955.91563135297,2955.91563135297,2955.91563135297,84,PLN,13175.642032037844,4.457380952380953,84,84,Prace budowlane podwodne (prace nurkowe),PUPU,PRACE ZWIĄZANE Z OBNIŻANIEM GRUNTU W WARUNKACH MORSKICH,TRANSPORT ZIEMI Z SAMOJEZDNYMI STATKAMI
DXME-RIKA-MENE_KAKATO,Samojezdne barki towarowe do użytku w zamkniętych wodach 450 t,Equipment,Prace budowlane podwodne (prace nurkowe),Masz.-godz.,667.8129290118003,667.8129290118002,667.8129290118002,667.8129290118002,28,PLN,3376.7483746246676,5.056428571428573,28,28,Prace budowlane podwodne (prace nurkowe),PUPU,"PRACE PODWODNE (PRACE NURKOWE) W OBSZARACH RZECZNYCH (RZEKI, JEZIORA, ZBIORNIKI WODNE)","OBRÓBKA GRUNTÓW POD WODAMI (RZEKI, JEZIORA, ZBIORNIKI WODNE)"
